data_id,sensor_name,timestamp,measurement_type,value
7657,Microwave Radar Sensor,1749289728,motion_detected,0.0
7658,ACS712 Hall Effect Sensor,1749289730,current,3.25
7659,Temperature Sensor,1749289733,temperature,22.0
7660,Humidity Sensor,1749289735,humidity,67.0
7661,Photoresistor Sensor,1749289737,light_value,864.0
7661,Photoresistor Sensor,1749289737,voltage,0.7
7662,Microwave Radar Sensor,1749289740,motion_detected,0.0
7663,ACS712 Hall Effect Sensor,1749289742,current,3.26
7664,Temperature Sensor,1749289744,temperature,22.0
7665,Humidity Sensor,1749289747,humidity,66.2
7666,Photoresistor Sensor,1749289749,light_value,869.0
7666,Photoresistor Sensor,1749289749,voltage,0.7
7667,Microwave Radar Sensor,1749289752,motion_detected,0.0
7668,ACS712 Hall Effect Sensor,1749289754,current,3.27
7669,Temperature Sensor,1749289756,temperature,22.0
7670,Humidity Sensor,1749289759,humidity,66.2
7671,Photoresistor Sensor,1749289761,light_value,871.0
7671,Photoresistor Sensor,1749289761,voltage,0.7
7672,Microwave Radar Sensor,1749289764,motion_detected,0.0
7673,ACS712 Hall Effect Sensor,1749289766,current,3.14
7674,Temperature Sensor,1749289768,temperature,22.0
7675,Humidity Sensor,1749289771,humidity,66.2
7676,Photoresistor Sensor,1749289773,light_value,878.0
7676,Photoresistor Sensor,1749289773,voltage,0.71
7677,Microwave Radar Sensor,1749289776,motion_detected,0.0
7678,ACS712 Hall Effect Sensor,1749289778,current,3.15
7679,Temperature Sensor,1749289780,temperature,22.0
7680,Humidity Sensor,1749289783,humidity,66.2
7681,Photoresistor Sensor,1749289785,light_value,869.0
7681,Photoresistor Sensor,1749289785,voltage,0.7
7682,Microwave Radar Sensor,1749289788,motion_detected,0.0
7683,ACS712 Hall Effect Sensor,1749289790,current,3.16
7684,Temperature Sensor,1749289792,temperature,22.0
7685,Humidity Sensor,1749289795,humidity,65.5
7686,Photoresistor Sensor,1749289797,light_value,864.0
7686,Photoresistor Sensor,1749289797,voltage,0.7
7687,Microwave Radar Sensor,1749289800,motion_detected,0.0
7688,ACS712 Hall Effect Sensor,1749289802,current,3.16
7689,Temperature Sensor,1749289805,temperature,22.0
7690,Humidity Sensor,1749289807,humidity,65.5
7691,Photoresistor Sensor,1749289809,light_value,875.0
7691,Photoresistor Sensor,1749289809,voltage,0.71
7692,Microwave Radar Sensor,1749289812,motion_detected,0.0
7693,ACS712 Hall Effect Sensor,1749289814,current,3.15
7694,Temperature Sensor,1749289817,temperature,22.0
7695,Humidity Sensor,1749289819,humidity,65.5
7696,Photoresistor Sensor,1749289821,light_value,866.0
